layer_id,target_module,backdoor_module_name,clean_module_name,backdoor_rank,clean_rank,backdoor_lora_alpha,clean_lora_alpha,backdoor_lora_scale_alpha_over_rank,clean_lora_scale_alpha_over_rank,backdoor_top1,clean_top1,delta_top1,backdoor_top3,clean_top3,delta_top3,backdoor_entropy,clean_entropy,delta_entropy,backdoor_effective_rank,clean_effective_rank,delta_effective_rank,backdoor_fro_norm,clean_fro_norm,delta_fro_norm,backdoor_max_singular_value,clean_max_singular_value,delta_max_singular_value,backdoor_normalized_singular_values,clean_normalized_singular_values,norm_comparison_note
9,o_proj,base_model.model.model.layers.9.self_attn.o_proj,base_model.model.model.layers.9.self_attn.o_proj,8,8,16,32,2.0,4.0,0.7053284049034119,0.3331186771392822,0.37220972776412964,0.880232572555542,0.658125638961792,0.22210693359375,0.5319142486190263,0.8901050953107608,-0.3581908466917345,3.0225008513870137,6.3656828715416065,-3.3431820201545928,0.3133745789527893,0.4106420576572418,-0.09726747870445251,0.26318398118019104,0.23700794577598572,0.026176035404205322,"[1.0, 0.4036612150688898, 0.2916043435225658, 0.22031101216409624, 0.19528510623215586, 0.1833017230572929, 0.16898662199669823, 0.14482626181506963]","[1.0, 0.7768184559972146, 0.6100838247093711, 0.5430775612759845, 0.47849095781327194, 0.4599058403929147, 0.408825806487308, 0.3517744110246286]",Raw Frobenius norms and max singular values are not directly comparable because the adapters use different lora_alpha values; normalized spectral metrics are primary.
9,q_proj,base_model.model.model.layers.9.self_attn.q_proj,base_model.model.model.layers.9.self_attn.q_proj,8,8,16,32,2.0,4.0,0.7840577960014343,0.6643756031990051,0.1196821928024292,0.9197628498077393,0.8822364807128906,0.03752636909484863,0.42362164621249004,0.5597380604960137,-0.13611641428352367,2.4130619242771343,3.202534653370222,-0.7894727290930876,0.46508991718292236,0.5059095621109009,-0.040819644927978516,0.4118233621120453,0.4123630225658417,-0.0005396604537963867,"[1.0, 0.3105436777178187, 0.27684475716212015, 0.1877241696077121, 0.14334161763878986, 0.13683825211406825, 0.12681421658025233, 0.10836093703085986]","[1.0, 0.48164961973697745, 0.3097285700172015, 0.24169850672205984, 0.21133137986791126, 0.19721596125408491, 0.14664448625302431, 0.1173735367348368]",Raw Frobenius norms and max singular values are not directly comparable because the adapters use different lora_alpha values; normalized spectral metrics are primary.
9,up_proj,base_model.model.model.layers.9.mlp.up_proj,base_model.model.model.layers.9.mlp.up_proj,8,8,16,32,2.0,4.0,0.7904370427131653,0.5518722534179688,0.23856478929519653,0.9232074618339539,0.8611809015274048,0.06202656030654907,0.4079936400561369,0.6560713906544021,-0.2480777505982652,2.3359038963858203,3.912834721525098,-1.5769308251392777,0.866662859916687,0.8396226763725281,0.027040183544158936,0.7705198526382446,0.6237397789955139,0.1467800736427307,"[1.0, 0.3495569566691199, 0.2139646216676215, 0.164203509845691, 0.15340578392283297, 0.14821253911719945, 0.11899111894336104, 0.10261594796636976]","[1.0, 0.61341623874051, 0.4291759077279178, 0.3104126266637374, 0.259051047926551, 0.19534601696364043, 0.1615670812414826, 0.15431990965364523]",Raw Frobenius norms and max singular values are not directly comparable because the adapters use different lora_alpha values; normalized spectral metrics are primary.
9,v_proj,base_model.model.model.layers.9.self_attn.v_proj,base_model.model.model.layers.9.self_attn.v_proj,8,8,16,32,2.0,4.0,0.7755326628684998,0.4793952405452728,0.29613742232322693,0.929048478603363,0.8656629323959351,0.06338554620742798,0.42032293297761597,0.6515330551358841,-0.23121012215826814,2.3965662117445268,3.8760821976478006,-1.4795159859032738,0.34149032831192017,0.3622448742389679,-0.02075454592704773,0.30073118209838867,0.25081244111061096,0.04991874098777771,"[1.0, 0.3517189162394816, 0.2724750576362936, 0.19558867803589464, 0.15833708590265413, 0.10981946144552142, 0.10055349943275423, 0.07739861274515245]","[1.0, 0.8304199483143095, 0.3407965653933064, 0.3114750835594043, 0.24050857077266768, 0.22735088319459346, 0.20979752655370468, 0.17221345472463984]",Raw Frobenius norms and max singular values are not directly comparable because the adapters use different lora_alpha values; normalized spectral metrics are primary.
10,down_proj,base_model.model.model.layers.10.mlp.down_proj,base_model.model.model.layers.10.mlp.down_proj,8,8,16,32,2.0,4.0,0.7450484037399292,0.46949824690818787,0.27555015683174133,0.9226914644241333,0.7782952785491943,0.14439618587493896,0.45217948004336,0.7678564447520094,-0.3156769647086494,2.5607003494922975,4.936776507005561,-2.3760761575132636,0.3832608461380005,0.5359237194061279,-0.15266287326812744,0.3308161497116089,0.3672146201133728,-0.036398470401763916,"[1.0, 0.4286292645960289, 0.23389865795198492, 0.17451928083696114, 0.16037893586759622, 0.14230919832423272, 0.11955070012219436, 0.11419462930351373]","[1.0, 0.6342118338102976, 0.5054626488372769, 0.40002368183943776, 0.32135077300348214, 0.307323665656577, 0.2631010565281774, 0.2127466932669398]",Raw Frobenius norms and max singular values are not directly comparable because the adapters use different lora_alpha values; normalized spectral metrics are primary.
10,gate_proj,base_model.model.model.layers.10.mlp.gate_proj,base_model.model.model.layers.10.mlp.gate_proj,8,8,16,32,2.0,4.0,0.8813176155090332,0.7078173756599426,0.17350023984909058,0.9513337016105652,0.9290754199028015,0.022258281707763672,0.27249111784486807,0.4896851699057699,-0.2171940520609018,1.7623168760369121,2.7684059483596,-1.006089072322688,1.1561124324798584,1.0299328565597534,0.12617957592010498,1.085341215133667,0.8665019273757935,0.21883928775787354,"[1.0, 0.22369317948417167, 0.17148222384925613, 0.13412408498564776, 0.10658336941438422, 0.09776672848223879, 0.09271010237572577, 0.08784686960363126]","[1.0, 0.4341255952712607, 0.35231652781876377, 0.20585443223004796, 0.1411851014170947, 0.1265621592860941, 0.10975406517906461, 0.09913943191018532]",Raw Frobenius norms and max singular values are not directly comparable because the adapters use different lora_alpha values; normalized spectral metrics are primary.
10,k_proj,base_model.model.model.layers.10.self_attn.k_proj,base_model.model.model.layers.10.self_attn.k_proj,8,8,16,32,2.0,4.0,0.4631235599517822,0.5782601237297058,-0.11513656377792358,0.8066818118095398,0.8427659273147583,-0.036084115505218506,0.7464360055870466,0.6582952409851589,0.08814076460188769,4.721705354315168,3.9309710064462493,0.790734347868919,0.41153502464294434,0.5144467353820801,-0.10291171073913574,0.2800626754760742,0.3912028968334198,-0.11114022135734558,"[1.0, 0.6683460773597306, 0.5432697259991759, 0.4049577465717973, 0.31022499548808685, 0.2925741571235447, 0.20645785660288693, 0.1701990610325641]","[1.0, 0.516579133150412, 0.4365348169985642, 0.3240494809353015, 0.24798492997915453, 0.23568411631016767, 0.1741114848478177, 0.13979497799542928]",Raw Frobenius norms and max singular values are not directly comparable because the adapters use different lora_alpha values; normalized spectral metrics are primary.
10,o_proj,base_model.model.model.layers.10.self_attn.o_proj,base_model.model.model.layers.10.self_attn.o_proj,8,8,16,32,2.0,4.0,0.5784569978713989,0.3378146290779114,0.24064236879348755,0.8157627582550049,0.7059840559959412,0.10977870225906372,0.6793093998012334,0.868994626210203,-0.18968522640896956,4.10655380126045,6.092286880284174,-1.9857330790237242,0.2996154725551605,0.4550643861293793,-0.15544891357421875,0.22787661850452423,0.2644917070865631,-0.03661508858203888,"[1.0, 0.503803324771207, 0.3955015062572008, 0.3149813690216688, 0.2844615881690296, 0.22671090108569922, 0.21875780813665957, 0.19777092636207416]","[1.0, 0.7836253695688353, 0.6897736744057856, 0.519641923728677, 0.42730461711603857, 0.4077063278342475, 0.3586359697252996, 0.35055075179137857]",Raw Frobenius norms and max singular values are not directly comparable because the adapters use different lora_alpha values; normalized spectral metrics are primary.
10,q_proj,base_model.model.model.layers.10.self_attn.q_proj,base_model.model.model.layers.10.self_attn.q_proj,8,8,16,32,2.0,4.0,0.7191740274429321,0.4725581109523773,0.2466159164905548,0.8868058919906616,0.8167099952697754,0.07009589672088623,0.5129175036251227,0.7313825361396757,-0.21846503251455307,2.905431640083316,4.576192079025138,-1.6707604389418225,0.4834154546260834,0.4990614056587219,-0.01564595103263855,0.40995627641677856,0.3430691063404083,0.06688717007637024,"[1.0, 0.3651251649298299, 0.31586873948174776, 0.23711084738493077, 0.19550856544670087, 0.17511622327955015, 0.13859249882777147, 0.11434984933682761]","[1.0, 0.7252769385437453, 0.4497194064121505, 0.33961399346339993, 0.2974310925372035, 0.2841872150509808, 0.2487074217766268, 0.20358521821112804]",Raw Frobenius norms and max singular values are not directly comparable because the adapters use different lora_alpha values; normalized spectral metrics are primary.
10,up_proj,base_model.model.model.layers.10.mlp.up_proj,base_model.model.model.layers.10.mlp.up_proj,8,8,16,32,2.0,4.0,0.7180810570716858,0.489920049905777,0.2281610071659088,0.8867202997207642,0.7994644641876221,0.08725583553314209,0.5145949077465379,0.7360694646685393,-0.22147455692200135,2.9155836662105927,4.621010584438821,-1.7054269182282282,0.7147701382637024,0.851460874080658,-0.13669073581695557,0.6056938171386719,0.5959739685058594,0.0097198486328125,"[1.0, 0.3782701211274791, 0.30291710490682017, 0.23604494592326442, 0.19182305378072667, 0.15816413113903602, 0.14845789489636538, 0.13484983697859917]","[1.0, 0.6234235583046899, 0.4931221636551005, 0.40338680183510317, 0.33272713461956976, 0.2373768150207065, 0.21463034905044454, 0.18297775009441147]",Raw Frobenius norms and max singular values are not directly comparable because the adapters use different lora_alpha values; normalized spectral metrics are primary.
