module_name,layer_id,target_module,component_index,singular_value,spectral_energy_share,clean_sensitivity_raw,clean_sensitivity_norm_global,clean_sensitivity_norm_by_module,suspiciousness_score_prelim,prompt_count_used,token_count_used,notes,A_key,B_key
base_model.model.model.layers.15.mlp.up_proj,15,up_proj,0,0.9357883930206299,0.9001410603523254,0.3062587818829376,0.00496676572823855,1.0,0.8956702705831873,30,781,First bounded sensitivity estimate; not final proof.,base_model.model.model.layers.15.mlp.up_proj.lora_A.weight,base_model.model.model.layers.15.mlp.up_proj.lora_B.weight
base_model.model.model.layers.31.self_attn.q_proj,31,q_proj,0,0.8815777897834778,0.9774724841117859,5.2914877627799415,0.0858149435258147,1.0,0.8935907380896952,30,781,First bounded sensitivity estimate; not final proof.,base_model.model.model.layers.31.self_attn.q_proj.lora_A.weight,base_model.model.model.layers.31.self_attn.q_proj.lora_B.weight
base_model.model.model.layers.28.mlp.down_proj,28,down_proj,0,0.5033857822418213,0.8931648135185242,0.027584025438733006,0.0004473451874706624,1.0,0.8927652605375785,30,781,First bounded sensitivity estimate; not final proof.,base_model.model.model.layers.28.mlp.down_proj.lora_A.weight,base_model.model.model.layers.28.mlp.down_proj.lora_B.weight
base_model.model.model.layers.9.mlp.down_proj,9,down_proj,0,0.40253472328186035,0.8904736638069153,0.001675800461456023,2.7177370223158433e-05,1.0,0.89044946307448,30,781,First bounded sensitivity estimate; not final proof.,base_model.model.model.layers.9.mlp.down_proj.lora_A.weight,base_model.model.model.layers.9.mlp.down_proj.lora_B.weight
base_model.model.model.layers.23.self_attn.q_proj,23,q_proj,0,0.6873457431793213,0.9048165678977966,1.304320501416234,0.02115287707096438,1.0,0.8856770942652826,30,781,First bounded sensitivity estimate; not final proof.,base_model.model.model.layers.23.self_attn.q_proj.lora_A.weight,base_model.model.model.layers.23.self_attn.q_proj.lora_B.weight
base_model.model.model.layers.0.self_attn.v_proj,0,v_proj,0,0.3244747519493103,0.8797348141670227,0.005569552868672429,9.032447703102445e-05,1.0,0.879655352580007,30,781,First bounded sensitivity estimate; not final proof.,base_model.model.model.layers.0.self_attn.v_proj.lora_A.weight,base_model.model.model.layers.0.self_attn.v_proj.lora_B.weight
base_model.model.model.layers.6.mlp.gate_proj,6,gate_proj,0,1.0822871923446655,0.8900734186172485,0.8072887880592173,0.013092242647449582,1.0,0.8784203614466666,30,781,First bounded sensitivity estimate; not final proof.,base_model.model.model.layers.6.mlp.gate_proj.lora_A.weight,base_model.model.model.layers.6.mlp.gate_proj.lora_B.weight
base_model.model.model.layers.4.self_attn.v_proj,4,v_proj,0,0.4341233968734741,0.8835784196853638,0.42224799850519434,0.006847826125666969,1.0,0.8775278282989668,30,781,First bounded sensitivity estimate; not final proof.,base_model.model.model.layers.4.self_attn.v_proj.lora_A.weight,base_model.model.model.layers.4.self_attn.v_proj.lora_B.weight
base_model.model.model.layers.25.self_attn.q_proj,25,q_proj,0,0.6548478007316589,0.8973954319953918,1.452898061947923,0.02356244041833037,1.0,0.8762506055973186,30,781,First bounded sensitivity estimate; not final proof.,base_model.model.model.layers.25.self_attn.q_proj.lora_A.weight,base_model.model.model.layers.25.self_attn.q_proj.lora_B.weight
base_model.model.model.layers.26.self_attn.v_proj,26,v_proj,0,0.36390572786331177,0.8801041841506958,0.3222892840020512,0.005226741125652957,1.0,0.8755041074165362,30,781,First bounded sensitivity estimate; not final proof.,base_model.model.model.layers.26.self_attn.v_proj.lora_A.weight,base_model.model.model.layers.26.self_attn.v_proj.lora_B.weight
base_model.model.model.layers.10.mlp.gate_proj,10,gate_proj,0,1.085341215133667,0.8813176155090332,0.44917290395475273,0.0072844820047269394,1.0,0.8748976731984087,30,781,First bounded sensitivity estimate; not final proof.,base_model.model.model.layers.10.mlp.gate_proj.lora_A.weight,base_model.model.model.layers.10.mlp.gate_proj.lora_B.weight
base_model.model.model.layers.8.mlp.down_proj,8,down_proj,0,0.4426155984401703,0.8743010759353638,0.0007863751791903284,1.2753075244166801e-05,1.0,0.8742899259079563,30,781,First bounded sensitivity estimate; not final proof.,base_model.model.model.layers.8.mlp.down_proj.lora_A.weight,base_model.model.model.layers.8.mlp.down_proj.lora_B.weight
base_model.model.model.layers.30.mlp.down_proj,30,down_proj,0,0.5074824690818787,0.8925446271896362,1.340533088837032,0.021740156354930217,1.0,0.8731405674407806,30,781,First bounded sensitivity estimate; not final proof.,base_model.model.model.layers.30.mlp.down_proj.lora_A.weight,base_model.model.model.layers.30.mlp.down_proj.lora_B.weight
base_model.model.model.layers.29.self_attn.q_proj,29,q_proj,0,0.5804960131645203,0.8903246521949768,1.518985955567285,0.02463422383972982,1.0,0.8683921954227761,30,781,First bounded sensitivity estimate; not final proof.,base_model.model.model.layers.29.self_attn.q_proj.lora_A.weight,base_model.model.model.layers.29.self_attn.q_proj.lora_B.weight
base_model.model.model.layers.1.mlp.up_proj,1,up_proj,0,0.9519453644752502,0.8714935183525085,0.24450291688262324,0.0039652371780514424,1.0,0.8680378398531063,30,781,First bounded sensitivity estimate; not final proof.,base_model.model.model.layers.1.mlp.up_proj.lora_A.weight,base_model.model.model.layers.1.mlp.up_proj.lora_B.weight
base_model.model.model.layers.22.self_attn.k_proj,22,k_proj,0,0.7302647829055786,0.919588565826416,3.5958961477005147,0.05831660936838254,1.0,0.8659612786534857,30,781,First bounded sensitivity estimate; not final proof.,base_model.model.model.layers.22.self_attn.k_proj.lora_A.weight,base_model.model.model.layers.22.self_attn.k_proj.lora_B.weight
base_model.model.model.layers.13.mlp.gate_proj,13,gate_proj,0,0.9818701148033142,0.8648508787155151,0.38755952054453,0.006285264156209254,1.0,0.8594150624870585,30,781,First bounded sensitivity estimate; not final proof.,base_model.model.model.layers.13.mlp.gate_proj.lora_A.weight,base_model.model.model.layers.13.mlp.gate_proj.lora_B.weight
base_model.model.model.layers.15.mlp.down_proj,15,down_proj,0,0.4927525222301483,0.8564611673355103,0.0018872256381314164,3.0606167644547995e-05,1.0,0.8564349543414418,30,781,First bounded sensitivity estimate; not final proof.,base_model.model.model.layers.15.mlp.down_proj.lora_A.weight,base_model.model.model.layers.15.mlp.down_proj.lora_B.weight
base_model.model.model.layers.28.self_attn.q_proj,28,q_proj,0,0.4182247817516327,0.8654718995094299,0.6486015660634934,0.010518725405357872,1.0,0.8563682382524367,30,781,First bounded sensitivity estimate; not final proof.,base_model.model.model.layers.28.self_attn.q_proj.lora_A.weight,base_model.model.model.layers.28.self_attn.q_proj.lora_B.weight
base_model.model.model.layers.28.self_attn.v_proj,28,v_proj,0,0.30313026905059814,0.8579479455947876,0.11754787119283784,0.0019063379488368337,1.0,0.8563124068679736,30,781,First bounded sensitivity estimate; not final proof.,base_model.model.model.layers.28.self_attn.v_proj.lora_A.weight,base_model.model.model.layers.28.self_attn.v_proj.lora_B.weight
base_model.model.model.layers.19.mlp.gate_proj,19,gate_proj,0,1.7718019485473633,0.9698722958564758,7.257068392336334,0.11769183680850864,1.0,0.8557262438874418,30,781,First bounded sensitivity estimate; not final proof.,base_model.model.model.layers.19.mlp.gate_proj.lora_A.weight,base_model.model.model.layers.19.mlp.gate_proj.lora_B.weight
base_model.model.model.layers.7.mlp.gate_proj,7,gate_proj,0,1.019351840019226,0.8647704124450684,0.873875710598257,0.014172119093056912,1.0,0.8525147831717449,30,781,First bounded sensitivity estimate; not final proof.,base_model.model.model.layers.7.mlp.gate_proj.lora_A.weight,base_model.model.model.layers.7.mlp.gate_proj.lora_B.weight
base_model.model.model.layers.21.mlp.up_proj,21,up_proj,0,1.4091120958328247,0.9120922088623047,4.066801575942518,0.06595353957444558,1.0,0.8519364992695612,30,781,First bounded sensitivity estimate; not final proof.,base_model.model.model.layers.21.mlp.up_proj.lora_A.weight,base_model.model.model.layers.21.mlp.up_proj.lora_B.weight
base_model.model.model.layers.20.self_attn.q_proj,20,q_proj,0,0.6051811575889587,0.8621335625648499,0.825784280921739,0.013392194144388423,1.0,0.8505877025165881,30,781,First bounded sensitivity estimate; not final proof.,base_model.model.model.layers.20.self_attn.q_proj.lora_A.weight,base_model.model.model.layers.20.self_attn.q_proj.lora_B.weight
base_model.model.model.layers.20.mlp.gate_proj,20,gate_proj,0,1.596290111541748,0.9433550238609314,6.242779888614198,0.10124256685497289,1.0,0.8478473397897165,30,781,First bounded sensitivity estimate; not final proof.,base_model.model.model.layers.20.mlp.gate_proj.lora_A.weight,base_model.model.model.layers.20.mlp.gate_proj.lora_B.weight
base_model.model.model.layers.2.self_attn.q_proj,2,q_proj,0,0.49285808205604553,0.8519061207771301,0.42318687729092047,0.006863052435088186,1.0,0.8460594444004641,30,781,First bounded sensitivity estimate; not final proof.,base_model.model.model.layers.2.self_attn.q_proj.lora_A.weight,base_model.model.model.layers.2.self_attn.q_proj.lora_B.weight
base_model.model.model.layers.20.mlp.up_proj,20,up_proj,0,1.389338493347168,0.8964478373527527,3.666488468932511,0.059461443549516,1.0,0.8431437548769163,30,781,First bounded sensitivity estimate; not final proof.,base_model.model.model.layers.20.mlp.up_proj.lora_A.weight,base_model.model.model.layers.20.mlp.up_proj.lora_B.weight
base_model.model.model.layers.17.mlp.up_proj,17,up_proj,0,1.137750267982483,0.8582116365432739,1.1680928643035888,0.018943599168498786,1.0,0.8419540192988568,30,781,First bounded sensitivity estimate; not final proof.,base_model.model.model.layers.17.mlp.up_proj.lora_A.weight,base_model.model.model.layers.17.mlp.up_proj.lora_B.weight
base_model.model.model.layers.21.mlp.down_proj,21,down_proj,0,0.5887196660041809,0.8398453593254089,0.006387156254589527,0.00010358399713849039,1.0,0.8397583647861118,30,781,First bounded sensitivity estimate; not final proof.,base_model.model.model.layers.21.mlp.down_proj.lora_A.weight,base_model.model.model.layers.21.mlp.down_proj.lora_B.weight
base_model.model.model.layers.1.mlp.gate_proj,1,gate_proj,0,0.898674488067627,0.8415833115577698,0.2469054238243498,0.004004199943679446,1.0,0.8382134437090286,30,781,First bounded sensitivity estimate; not final proof.,base_model.model.model.layers.1.mlp.gate_proj.lora_A.weight,base_model.model.model.layers.1.mlp.gate_proj.lora_B.weight
base_model.model.model.layers.26.self_attn.q_proj,26,q_proj,0,0.5583868622779846,0.8552564382553101,1.3741723864759814,0.022285703194788717,1.0,0.8361964471169201,30,781,First bounded sensitivity estimate; not final proof.,base_model.model.model.layers.26.self_attn.q_proj.lora_A.weight,base_model.model.model.layers.26.self_attn.q_proj.lora_B.weight
base_model.model.model.layers.7.mlp.down_proj,7,down_proj,0,0.42597413063049316,0.833710789680481,0.0008008124193216531,1.2987211842809782e-05,1.0,0.8336999621018397,30,781,First bounded sensitivity estimate; not final proof.,base_model.model.model.layers.7.mlp.down_proj.lora_A.weight,base_model.model.model.layers.7.mlp.down_proj.lora_B.weight
base_model.model.model.layers.27.self_attn.q_proj,27,q_proj,0,0.44502726197242737,0.8393901586532593,0.521377087169776,0.0084554566309008,1.0,0.8322927315703618,30,781,First bounded sensitivity estimate; not final proof.,base_model.model.model.layers.27.self_attn.q_proj.lora_A.weight,base_model.model.model.layers.27.self_attn.q_proj.lora_B.weight
base_model.model.model.layers.31.self_attn.k_proj,31,k_proj,0,0.8196104168891907,0.901481568813324,4.747642101419561,0.07699510177078402,1.0,0.8320719036780561,30,781,First bounded sensitivity estimate; not final proof.,base_model.model.model.layers.31.self_attn.k_proj.lora_A.weight,base_model.model.model.layers.31.self_attn.k_proj.lora_B.weight
base_model.model.model.layers.3.mlp.down_proj,3,down_proj,0,0.5258615612983704,0.8302316665649414,0.0001564419521306601,2.5371044759078872e-06,1.0,0.8302295601804641,30,781,First bounded sensitivity estimate; not final proof.,base_model.model.model.layers.3.mlp.down_proj.lora_A.weight,base_model.model.model.layers.3.mlp.down_proj.lora_B.weight
base_model.model.model.layers.21.mlp.gate_proj,21,gate_proj,0,1.8971318006515503,0.9752948880195618,9.205560013460584,0.14929158831950054,1.0,0.829691565107232,30,781,First bounded sensitivity estimate; not final proof.,base_model.model.model.layers.21.mlp.gate_proj.lora_A.weight,base_model.model.model.layers.21.mlp.gate_proj.lora_B.weight
base_model.model.model.layers.23.mlp.down_proj,23,down_proj,0,0.5555149912834167,0.829047679901123,0.011179979090847282,0.00018131181953198215,1.0,0.8288973637578014,30,781,First bounded sensitivity estimate; not final proof.,base_model.model.model.layers.23.mlp.down_proj.lora_A.weight,base_model.model.model.layers.23.mlp.down_proj.lora_B.weight
base_model.model.model.layers.24.self_attn.q_proj,24,q_proj,0,0.6372889876365662,0.8526764512062073,1.7941898309941344,0.029097355209693185,1.0,0.8278658216265197,30,781,First bounded sensitivity estimate; not final proof.,base_model.model.model.layers.24.self_attn.q_proj.lora_A.weight,base_model.model.model.layers.24.self_attn.q_proj.lora_B.weight
base_model.model.model.layers.31.self_attn.v_proj,31,v_proj,0,0.3270389139652252,0.8287597298622131,0.12631070552262047,0.0020484496132397584,1.0,0.8270620573141082,30,781,First bounded sensitivity estimate; not final proof.,base_model.model.model.layers.31.self_attn.v_proj.lora_A.weight,base_model.model.model.layers.31.self_attn.v_proj.lora_B.weight
base_model.model.model.layers.22.self_attn.q_proj,22,q_proj,0,0.5583412647247314,0.8384537696838379,0.8573056881141112,0.013903393999577454,1.0,0.8267964165734926,30,781,First bounded sensitivity estimate; not final proof.,base_model.model.model.layers.22.self_attn.q_proj.lora_A.weight,base_model.model.model.layers.22.self_attn.q_proj.lora_B.weight
base_model.model.model.layers.26.mlp.down_proj,26,down_proj,0,0.48293522000312805,0.8218844532966614,0.007128435412185049,0.00011560572560082808,1.0,0.821789438748078,30,781,First bounded sensitivity estimate; not final proof.,base_model.model.model.layers.26.mlp.down_proj.lora_A.weight,base_model.model.model.layers.26.mlp.down_proj.lora_B.weight
base_model.model.model.layers.30.self_attn.k_proj,30,k_proj,0,0.5514073967933655,0.8525993824005127,2.3409739012745123,0.037964850745065,1.0,0.8202305741023427,30,781,First bounded sensitivity estimate; not final proof.,base_model.model.model.layers.30.self_attn.k_proj.lora_A.weight,base_model.model.model.layers.30.self_attn.k_proj.lora_B.weight
base_model.model.model.layers.25.mlp.up_proj,25,up_proj,0,1.3500396013259888,0.9286537766456604,7.68529561889232,0.12463663133711056,1.0,0.8129094982460598,30,781,First bounded sensitivity estimate; not final proof.,base_model.model.model.layers.25.mlp.up_proj.lora_A.weight,base_model.model.model.layers.25.mlp.up_proj.lora_B.weight
base_model.model.model.layers.9.mlp.gate_proj,9,gate_proj,0,0.963030993938446,0.81280517578125,0.43456558261517964,0.007047587106351451,1.0,0.8070768605044384,30,781,First bounded sensitivity estimate; not final proof.,base_model.model.model.layers.9.mlp.gate_proj.lora_A.weight,base_model.model.model.layers.9.mlp.gate_proj.lora_B.weight
base_model.model.model.layers.30.self_attn.q_proj,30,q_proj,0,0.4286779761314392,0.8156902194023132,0.7045751925100782,0.011426480238740537,1.0,0.8063697512293788,30,781,First bounded sensitivity estimate; not final proof.,base_model.model.model.layers.30.self_attn.q_proj.lora_A.weight,base_model.model.model.layers.30.self_attn.q_proj.lora_B.weight
base_model.model.model.layers.12.mlp.gate_proj,12,gate_proj,0,0.905053973197937,0.8107337355613708,0.3327455524009904,0.005396316134114154,1.0,0.8063587600236903,30,781,First bounded sensitivity estimate; not final proof.,base_model.model.model.layers.12.mlp.gate_proj.lora_A.weight,base_model.model.model.layers.12.mlp.gate_proj.lora_B.weight
base_model.model.model.layers.8.mlp.gate_proj,8,gate_proj,0,0.8835709691047668,0.8095855712890625,0.4690167494871475,0.00760630047243191,1.0,0.8034276201756925,30,781,First bounded sensitivity estimate; not final proof.,base_model.model.model.layers.8.mlp.gate_proj.lora_A.weight,base_model.model.model.layers.8.mlp.gate_proj.lora_B.weight
base_model.model.model.layers.31.mlp.up_proj,31,up_proj,0,0.9114586710929871,0.8570941686630249,4.085831037250598,0.06626215072894283,1.0,0.8003012656701776,30,781,First bounded sensitivity estimate; not final proof.,base_model.model.model.layers.31.mlp.up_proj.lora_A.weight,base_model.model.model.layers.31.mlp.up_proj.lora_B.weight
base_model.model.model.layers.24.mlp.up_proj,24,up_proj,0,1.2514760494232178,0.8537818789482117,4.022620196405696,0.0652370260418029,1.0,0.7980836882772477,30,781,First bounded sensitivity estimate; not final proof.,base_model.model.model.layers.24.mlp.up_proj.lora_A.weight,base_model.model.model.layers.24.mlp.up_proj.lora_B.weight
base_model.model.model.layers.28.self_attn.k_proj,28,k_proj,0,0.4057121276855469,0.8068344593048096,0.7229314403932801,0.011724173523892397,1.0,0.7973749920988641,30,781,First bounded sensitivity estimate; not final proof.,base_model.model.model.layers.28.self_attn.k_proj.lora_A.weight,base_model.model.model.layers.28.self_attn.k_proj.lora_B.weight
base_model.model.model.layers.10.self_attn.v_proj,10,v_proj,0,0.23712292313575745,0.794360339641571,0.0178054972726297,0.00028876146206885026,1.0,0.7941309589884866,30,781,First bounded sensitivity estimate; not final proof.,base_model.model.model.layers.10.self_attn.v_proj.lora_A.weight,base_model.model.model.layers.10.self_attn.v_proj.lora_B.weight
base_model.model.model.layers.0.self_attn.q_proj,0,q_proj,0,0.4359027147293091,0.7923266887664795,0.0006494279263551643,1.0532126940982789e-05,1.0,0.7923183438812147,30,781,First bounded sensitivity estimate; not final proof.,base_model.model.model.layers.0.self_attn.q_proj.lora_A.weight,base_model.model.model.layers.0.self_attn.q_proj.lora_B.weight
base_model.model.model.layers.24.self_attn.o_proj,24,o_proj,0,0.4419618248939514,0.7916130423545837,0.0022637627683026514,3.671267568342157e-05,1.0,0.7915839801216931,30,781,First bounded sensitivity estimate; not final proof.,base_model.model.model.layers.24.self_attn.o_proj.lora_A.weight,base_model.model.model.layers.24.self_attn.o_proj.lora_B.weight
base_model.model.model.layers.17.mlp.gate_proj,17,gate_proj,0,1.1398842334747314,0.8128313422203064,1.8470030040568228,0.029953855246539658,1.0,0.7884839098555888,30,781,First bounded sensitivity estimate; not final proof.,base_model.model.model.layers.17.mlp.gate_proj.lora_A.weight,base_model.model.model.layers.17.mlp.gate_proj.lora_B.weight
base_model.model.model.layers.9.mlp.up_proj,9,up_proj,0,0.7705197334289551,0.7904369831085205,0.16827043874426417,0.0027289334956936222,1.0,0.7882799331490807,30,781,First bounded sensitivity estimate; not final proof.,base_model.model.model.layers.9.mlp.up_proj.lora_A.weight,base_model.model.model.layers.9.mlp.up_proj.lora_B.weight
base_model.model.model.layers.22.mlp.gate_proj,22,gate_proj,0,1.7726764678955078,0.9486141800880432,10.444564455470786,0.16938519922553427,1.0,0.7879329782056631,30,781,First bounded sensitivity estimate; not final proof.,base_model.model.model.layers.22.mlp.gate_proj.lora_A.weight,base_model.model.model.layers.22.mlp.gate_proj.lora_B.weight
base_model.model.model.layers.9.self_attn.q_proj,9,q_proj,0,0.4118233323097229,0.7840579152107239,0.09029980378392671,0.0014644411759990083,1.0,0.7829097085153214,30,781,First bounded sensitivity estimate; not final proof.,base_model.model.model.layers.9.self_attn.q_proj.lora_A.weight,base_model.model.model.layers.9.self_attn.q_proj.lora_B.weight
base_model.model.model.layers.21.self_attn.k_proj,21,k_proj,0,0.5844784379005432,0.8013370037078857,1.488935687773982,0.024146882254673763,1.0,0.7819872134330383,30,781,First bounded sensitivity estimate; not final proof.,base_model.model.model.layers.21.self_attn.k_proj.lora_A.weight,base_model.model.model.layers.21.self_attn.k_proj.lora_B.weight
base_model.model.model.layers.27.mlp.down_proj,27,down_proj,0,0.4345557987689972,0.7788689732551575,0.004834435004022271,7.840266961733237e-05,1.0,0.7788079078483722,30,781,First bounded sensitivity estimate; not final proof.,base_model.model.model.layers.27.mlp.down_proj.lora_A.weight,base_model.model.model.layers.27.mlp.down_proj.lora_B.weight
base_model.model.model.layers.23.mlp.up_proj,23,up_proj,0,1.0716726779937744,0.8156984448432922,2.882955928887822,0.0467544689350177,1.0,0.7775608972435243,30,781,First bounded sensitivity estimate; not final proof.,base_model.model.model.layers.23.mlp.up_proj.lora_A.weight,base_model.model.model.layers.23.mlp.up_proj.lora_B.weight
base_model.model.model.layers.4.mlp.up_proj,4,up_proj,0,0.6789782643318176,0.7780596613883972,0.1207010560406583,0.0019574748675585374,1.0,0.7765366291557684,30,781,First bounded sensitivity estimate; not final proof.,base_model.model.model.layers.4.mlp.up_proj.lora_A.weight,base_model.model.model.layers.4.mlp.up_proj.lora_B.weight
base_model.model.model.layers.9.self_attn.v_proj,9,v_proj,0,0.30073118209838867,0.7755326628684998,0.05222017644710398,0.0008468830872552224,1.0,0.7748758773727025,30,781,First bounded sensitivity estimate; not final proof.,base_model.model.model.layers.9.self_attn.v_proj.lora_A.weight,base_model.model.model.layers.9.self_attn.v_proj.lora_B.weight
base_model.model.model.layers.14.mlp.up_proj,14,up_proj,0,0.7620955109596252,0.7742727398872375,0.15517155179870665,0.0025165017007283625,1.0,0.7723242812204837,30,781,First bounded sensitivity estimate; not final proof.,base_model.model.model.layers.14.mlp.up_proj.lora_A.weight,base_model.model.model.layers.14.mlp.up_proj.lora_B.weight
base_model.model.model.layers.11.mlp.down_proj,11,down_proj,0,0.3684080243110657,0.7632195949554443,0.0006523212207245439,1.0579049074046823e-05,1.0,0.763211520817895,30,781,First bounded sensitivity estimate; not final proof.,base_model.model.model.layers.11.mlp.down_proj.lora_A.weight,base_model.model.model.layers.11.mlp.down_proj.lora_B.weight
base_model.model.model.layers.18.mlp.gate_proj,18,gate_proj,0,1.244168758392334,0.798924446105957,2.9395560789708925,0.04767238444397838,1.0,0.7608378127695014,30,781,First bounded sensitivity estimate; not final proof.,base_model.model.model.layers.18.mlp.gate_proj.lora_A.weight,base_model.model.model.layers.18.mlp.gate_proj.lora_B.weight
base_model.model.model.layers.7.self_attn.k_proj,7,k_proj,0,0.39500218629837036,0.765028715133667,0.3869156535741833,0.00627482221432533,1.0,0.7602282959573495,30,781,First bounded sensitivity estimate; not final proof.,base_model.model.model.layers.7.self_attn.k_proj.lora_A.weight,base_model.model.model.layers.7.self_attn.k_proj.lora_B.weight
base_model.model.model.layers.16.mlp.up_proj,16,up_proj,0,0.9117537140846252,0.7643786668777466,0.5899029695354064,0.009566778245707633,1.0,0.7570660256759776,30,781,First bounded sensitivity estimate; not final proof.,base_model.model.model.layers.16.mlp.up_proj.lora_A.weight,base_model.model.model.layers.16.mlp.up_proj.lora_B.weight
base_model.model.model.layers.5.self_attn.q_proj,5,q_proj,0,0.3733628988265991,0.7589016556739807,0.25733619470017005,0.0041733614448994675,1.0,0.7557344847637206,30,781,First bounded sensitivity estimate; not final proof.,base_model.model.model.layers.5.self_attn.q_proj.lora_A.weight,base_model.model.model.layers.5.self_attn.q_proj.lora_B.weight
base_model.model.model.layers.29.self_attn.v_proj,29,v_proj,0,0.36527764797210693,0.7605329751968384,0.4534857132758407,0.007354425186100249,1.0,0.754939692329191,30,781,First bounded sensitivity estimate; not final proof.,base_model.model.model.layers.29.self_attn.v_proj.lora_A.weight,base_model.model.model.layers.29.self_attn.v_proj.lora_B.weight
base_model.model.model.layers.11.self_attn.q_proj,11,q_proj,0,0.40949365496635437,0.754787802696228,0.15175768978018203,0.002461137238131419,1.0,0.7529301663281249,30,781,First bounded sensitivity estimate; not final proof.,base_model.model.model.layers.11.self_attn.q_proj.lora_A.weight,base_model.model.model.layers.11.self_attn.q_proj.lora_B.weight
base_model.model.model.layers.0.mlp.up_proj,0,up_proj,0,0.5487120151519775,0.750607430934906,0.013967769934511072,0.000226522944367903,1.0,0.7504374011295862,30,781,First bounded sensitivity estimate; not final proof.,base_model.model.model.layers.0.mlp.up_proj.lora_A.weight,base_model.model.model.layers.0.mlp.up_proj.lora_B.weight
base_model.model.model.layers.7.self_attn.o_proj,7,o_proj,0,0.32483065128326416,0.7497833371162415,0.001183867529313733,1.919942551595933e-05,1.0,0.7497689417069073,30,781,First bounded sensitivity estimate; not final proof.,base_model.model.model.layers.7.self_attn.o_proj.lora_A.weight,base_model.model.model.layers.7.self_attn.o_proj.lora_B.weight
