module_name,layer_id,target_module,component_index,singular_value,spectral_energy_share,A_key,B_key,rank,selection_reason
base_model.model.model.layers.18.self_attn.k_proj,18,k_proj,0,0.3839445412158966,0.5887053440115072,base_model.model.model.layers.18.self_attn.k_proj.lora_A.weight,base_model.model.model.layers.18.self_attn.k_proj.lora_B.weight,8,component0_all_modules
base_model.model.model.layers.18.self_attn.o_proj,18,o_proj,0,0.2775686979293823,0.5464343065665596,base_model.model.model.layers.18.self_attn.o_proj.lora_A.weight,base_model.model.model.layers.18.self_attn.o_proj.lora_B.weight,8,component0_all_modules
base_model.model.model.layers.18.self_attn.q_proj,18,q_proj,0,0.41617339849472046,0.6443648747996215,base_model.model.model.layers.18.self_attn.q_proj.lora_A.weight,base_model.model.model.layers.18.self_attn.q_proj.lora_B.weight,8,component0_all_modules
base_model.model.model.layers.18.mlp.up_proj,18,up_proj,0,1.3524434566497803,0.9603900084896025,base_model.model.model.layers.18.mlp.up_proj.lora_A.weight,base_model.model.model.layers.18.mlp.up_proj.lora_B.weight,8,component0_all_modules
base_model.model.model.layers.18.self_attn.v_proj,18,v_proj,0,0.23942314088344574,0.3895249630290143,base_model.model.model.layers.18.self_attn.v_proj.lora_A.weight,base_model.model.model.layers.18.self_attn.v_proj.lora_B.weight,8,component0_all_modules
base_model.model.model.layers.19.mlp.down_proj,19,down_proj,0,0.4236285090446472,0.6421513342556786,base_model.model.model.layers.19.mlp.down_proj.lora_A.weight,base_model.model.model.layers.19.mlp.down_proj.lora_B.weight,8,component0_all_modules
base_model.model.model.layers.19.mlp.gate_proj,19,gate_proj,0,1.7718017101287842,0.9698723990019487,base_model.model.model.layers.19.mlp.gate_proj.lora_A.weight,base_model.model.model.layers.19.mlp.gate_proj.lora_B.weight,8,component0_all_modules
base_model.model.model.layers.19.self_attn.k_proj,19,k_proj,0,0.4446033835411072,0.646435653022995,base_model.model.model.layers.19.self_attn.k_proj.lora_A.weight,base_model.model.model.layers.19.self_attn.k_proj.lora_B.weight,8,component0_all_modules
base_model.model.model.layers.19.self_attn.o_proj,19,o_proj,0,0.27164098620414734,0.4776890481699542,base_model.model.model.layers.19.self_attn.o_proj.lora_A.weight,base_model.model.model.layers.19.self_attn.o_proj.lora_B.weight,8,component0_all_modules
base_model.model.model.layers.19.self_attn.q_proj,19,q_proj,0,0.48903340101242065,0.6884583728963253,base_model.model.model.layers.19.self_attn.q_proj.lora_A.weight,base_model.model.model.layers.19.self_attn.q_proj.lora_B.weight,8,component0_all_modules
base_model.model.model.layers.19.mlp.up_proj,19,up_proj,0,0.9686225652694702,0.7212901182477186,base_model.model.model.layers.19.mlp.up_proj.lora_A.weight,base_model.model.model.layers.19.mlp.up_proj.lora_B.weight,8,component0_all_modules
base_model.model.model.layers.19.self_attn.v_proj,19,v_proj,0,0.35440611839294434,0.743441536069951,base_model.model.model.layers.19.self_attn.v_proj.lora_A.weight,base_model.model.model.layers.19.self_attn.v_proj.lora_B.weight,8,component0_all_modules
base_model.model.model.layers.20.mlp.down_proj,20,down_proj,0,0.4877242147922516,0.716599724453716,base_model.model.model.layers.20.mlp.down_proj.lora_A.weight,base_model.model.model.layers.20.mlp.down_proj.lora_B.weight,8,component0_all_modules
base_model.model.model.layers.20.mlp.gate_proj,20,gate_proj,0,1.5962899923324585,0.9433550104090094,base_model.model.model.layers.20.mlp.gate_proj.lora_A.weight,base_model.model.model.layers.20.mlp.gate_proj.lora_B.weight,8,component0_all_modules
base_model.model.model.layers.20.self_attn.k_proj,20,k_proj,0,0.46523720026016235,0.6892814640832603,base_model.model.model.layers.20.self_attn.k_proj.lora_A.weight,base_model.model.model.layers.20.self_attn.k_proj.lora_B.weight,8,component0_all_modules
base_model.model.model.layers.20.self_attn.o_proj,20,o_proj,0,0.24516086280345917,0.44139682377757317,base_model.model.model.layers.20.self_attn.o_proj.lora_A.weight,base_model.model.model.layers.20.self_attn.o_proj.lora_B.weight,8,component0_all_modules
base_model.model.model.layers.20.self_attn.q_proj,20,q_proj,0,0.6051810383796692,0.862133358859671,base_model.model.model.layers.20.self_attn.q_proj.lora_A.weight,base_model.model.model.layers.20.self_attn.q_proj.lora_B.weight,8,component0_all_modules
base_model.model.model.layers.20.mlp.up_proj,20,up_proj,0,1.3893386125564575,0.896447789791809,base_model.model.model.layers.20.mlp.up_proj.lora_A.weight,base_model.model.model.layers.20.mlp.up_proj.lora_B.weight,8,component0_all_modules
base_model.model.model.layers.20.self_attn.v_proj,20,v_proj,0,0.4426184594631195,0.9236155387192362,base_model.model.model.layers.20.self_attn.v_proj.lora_A.weight,base_model.model.model.layers.20.self_attn.v_proj.lora_B.weight,8,component0_all_modules
base_model.model.model.layers.21.mlp.down_proj,21,down_proj,0,0.5887197852134705,0.8398454603908911,base_model.model.model.layers.21.mlp.down_proj.lora_A.weight,base_model.model.model.layers.21.mlp.down_proj.lora_B.weight,8,component0_all_modules
base_model.model.model.layers.21.mlp.gate_proj,21,gate_proj,0,1.8971318006515503,0.975294919337527,base_model.model.model.layers.21.mlp.gate_proj.lora_A.weight,base_model.model.model.layers.21.mlp.gate_proj.lora_B.weight,8,component0_all_modules
base_model.model.model.layers.21.self_attn.k_proj,21,k_proj,0,0.5844783782958984,0.8013370471295539,base_model.model.model.layers.21.self_attn.k_proj.lora_A.weight,base_model.model.model.layers.21.self_attn.k_proj.lora_B.weight,8,component0_all_modules
base_model.model.model.layers.21.self_attn.o_proj,21,o_proj,0,0.29722145199775696,0.5679453160662558,base_model.model.model.layers.21.self_attn.o_proj.lora_A.weight,base_model.model.model.layers.21.self_attn.o_proj.lora_B.weight,8,component0_all_modules
base_model.model.model.layers.21.self_attn.q_proj,21,q_proj,0,0.49398019909858704,0.6686259199878704,base_model.model.model.layers.21.self_attn.q_proj.lora_A.weight,base_model.model.model.layers.21.self_attn.q_proj.lora_B.weight,8,component0_all_modules
base_model.model.model.layers.21.mlp.up_proj,21,up_proj,0,1.4091122150421143,0.9120921609476431,base_model.model.model.layers.21.mlp.up_proj.lora_A.weight,base_model.model.model.layers.21.mlp.up_proj.lora_B.weight,8,component0_all_modules
base_model.model.model.layers.21.self_attn.v_proj,21,v_proj,0,0.31094908714294434,0.6572198825340905,base_model.model.model.layers.21.self_attn.v_proj.lora_A.weight,base_model.model.model.layers.21.self_attn.v_proj.lora_B.weight,8,component0_all_modules
base_model.model.model.layers.22.mlp.down_proj,22,down_proj,0,0.37432384490966797,0.4633877229892255,base_model.model.model.layers.22.mlp.down_proj.lora_A.weight,base_model.model.model.layers.22.mlp.down_proj.lora_B.weight,8,component0_all_modules
base_model.model.model.layers.22.mlp.gate_proj,22,gate_proj,0,1.7726764678955078,0.9486140575244792,base_model.model.model.layers.22.mlp.gate_proj.lora_A.weight,base_model.model.model.layers.22.mlp.gate_proj.lora_B.weight,8,component0_all_modules
base_model.model.model.layers.22.self_attn.k_proj,22,k_proj,0,0.7302649021148682,0.9195885194601964,base_model.model.model.layers.22.self_attn.k_proj.lora_A.weight,base_model.model.model.layers.22.self_attn.k_proj.lora_B.weight,8,component0_all_modules
base_model.model.model.layers.22.self_attn.o_proj,22,o_proj,0,0.24935224652290344,0.43089270259476514,base_model.model.model.layers.22.self_attn.o_proj.lora_A.weight,base_model.model.model.layers.22.self_attn.o_proj.lora_B.weight,8,component0_all_modules
base_model.model.model.layers.22.self_attn.q_proj,22,q_proj,0,0.5583412647247314,0.8384538466126603,base_model.model.model.layers.22.self_attn.q_proj.lora_A.weight,base_model.model.model.layers.22.self_attn.q_proj.lora_B.weight,8,component0_all_modules
base_model.model.model.layers.22.mlp.up_proj,22,up_proj,0,0.8925788402557373,0.6273615859703771,base_model.model.model.layers.22.mlp.up_proj.lora_A.weight,base_model.model.model.layers.22.mlp.up_proj.lora_B.weight,8,component0_all_modules
base_model.model.model.layers.22.self_attn.v_proj,22,v_proj,0,0.33901941776275635,0.7409635223743194,base_model.model.model.layers.22.self_attn.v_proj.lora_A.weight,base_model.model.model.layers.22.self_attn.v_proj.lora_B.weight,8,component0_all_modules
base_model.model.model.layers.23.mlp.down_proj,23,down_proj,0,0.555514931678772,0.8290475472776441,base_model.model.model.layers.23.mlp.down_proj.lora_A.weight,base_model.model.model.layers.23.mlp.down_proj.lora_B.weight,8,component0_all_modules
base_model.model.model.layers.23.mlp.gate_proj,23,gate_proj,0,0.82749342918396,0.5658262950450149,base_model.model.model.layers.23.mlp.gate_proj.lora_A.weight,base_model.model.model.layers.23.mlp.gate_proj.lora_B.weight,8,component0_all_modules
base_model.model.model.layers.23.self_attn.k_proj,23,k_proj,0,0.4211902618408203,0.6035309012170286,base_model.model.model.layers.23.self_attn.k_proj.lora_A.weight,base_model.model.model.layers.23.self_attn.k_proj.lora_B.weight,8,component0_all_modules
base_model.model.model.layers.23.self_attn.o_proj,23,o_proj,0,0.23104450106620789,0.3229723673849887,base_model.model.model.layers.23.self_attn.o_proj.lora_A.weight,base_model.model.model.layers.23.self_attn.o_proj.lora_B.weight,8,component0_all_modules
base_model.model.model.layers.23.self_attn.q_proj,23,q_proj,0,0.6873456239700317,0.9048164628906132,base_model.model.model.layers.23.self_attn.q_proj.lora_A.weight,base_model.model.model.layers.23.self_attn.q_proj.lora_B.weight,8,component0_all_modules
base_model.model.model.layers.23.mlp.up_proj,23,up_proj,0,1.0716731548309326,0.8156986141902538,base_model.model.model.layers.23.mlp.up_proj.lora_A.weight,base_model.model.model.layers.23.mlp.up_proj.lora_B.weight,8,component0_all_modules
base_model.model.model.layers.23.self_attn.v_proj,23,v_proj,0,0.3092637062072754,0.6359535874893133,base_model.model.model.layers.23.self_attn.v_proj.lora_A.weight,base_model.model.model.layers.23.self_attn.v_proj.lora_B.weight,8,component0_all_modules
base_model.model.model.layers.24.mlp.down_proj,24,down_proj,0,0.444064736366272,0.6747047874633327,base_model.model.model.layers.24.mlp.down_proj.lora_A.weight,base_model.model.model.layers.24.mlp.down_proj.lora_B.weight,8,component0_all_modules
base_model.model.model.layers.24.mlp.gate_proj,24,gate_proj,0,1.784151315689087,0.9076930978716196,base_model.model.model.layers.24.mlp.gate_proj.lora_A.weight,base_model.model.model.layers.24.mlp.gate_proj.lora_B.weight,8,component0_all_modules
base_model.model.model.layers.24.self_attn.k_proj,24,k_proj,0,0.5887711048126221,0.7684489847228686,base_model.model.model.layers.24.self_attn.k_proj.lora_A.weight,base_model.model.model.layers.24.self_attn.k_proj.lora_B.weight,8,component0_all_modules
base_model.model.model.layers.24.self_attn.o_proj,24,o_proj,0,0.4419618546962738,0.7916131329521278,base_model.model.model.layers.24.self_attn.o_proj.lora_A.weight,base_model.model.model.layers.24.self_attn.o_proj.lora_B.weight,8,component0_all_modules
base_model.model.model.layers.24.self_attn.q_proj,24,q_proj,0,0.6372889280319214,0.8526764038896263,base_model.model.model.layers.24.self_attn.q_proj.lora_A.weight,base_model.model.model.layers.24.self_attn.q_proj.lora_B.weight,8,component0_all_modules
base_model.model.model.layers.24.mlp.up_proj,24,up_proj,0,1.2514758110046387,0.8537818510344157,base_model.model.model.layers.24.mlp.up_proj.lora_A.weight,base_model.model.model.layers.24.mlp.up_proj.lora_B.weight,8,component0_all_modules
base_model.model.model.layers.24.self_attn.v_proj,24,v_proj,0,0.31282925605773926,0.6356767755660352,base_model.model.model.layers.24.self_attn.v_proj.lora_A.weight,base_model.model.model.layers.24.self_attn.v_proj.lora_B.weight,8,component0_all_modules
base_model.model.model.layers.25.mlp.down_proj,25,down_proj,0,0.42796391248703003,0.6849717636914323,base_model.model.model.layers.25.mlp.down_proj.lora_A.weight,base_model.model.model.layers.25.mlp.down_proj.lora_B.weight,8,component0_all_modules
base_model.model.model.layers.25.mlp.gate_proj,25,gate_proj,0,1.892448902130127,0.9549822745113011,base_model.model.model.layers.25.mlp.gate_proj.lora_A.weight,base_model.model.model.layers.25.mlp.gate_proj.lora_B.weight,8,component0_all_modules
base_model.model.model.layers.25.self_attn.k_proj,25,k_proj,0,0.3548542261123657,0.5252003838193023,base_model.model.model.layers.25.self_attn.k_proj.lora_A.weight,base_model.model.model.layers.25.self_attn.k_proj.lora_B.weight,8,component0_all_modules
base_model.model.model.layers.25.self_attn.o_proj,25,o_proj,0,0.2458270937204361,0.6266919329454178,base_model.model.model.layers.25.self_attn.o_proj.lora_A.weight,base_model.model.model.layers.25.self_attn.o_proj.lora_B.weight,8,component0_all_modules
base_model.model.model.layers.25.self_attn.q_proj,25,q_proj,0,0.6548478007316589,0.8973954651538596,base_model.model.model.layers.25.self_attn.q_proj.lora_A.weight,base_model.model.model.layers.25.self_attn.q_proj.lora_B.weight,8,component0_all_modules
base_model.model.model.layers.25.mlp.up_proj,25,up_proj,0,1.3500396013259888,0.9286536964866692,base_model.model.model.layers.25.mlp.up_proj.lora_A.weight,base_model.model.model.layers.25.mlp.up_proj.lora_B.weight,8,component0_all_modules
base_model.model.model.layers.25.self_attn.v_proj,25,v_proj,0,0.2881545424461365,0.6449144444866557,base_model.model.model.layers.25.self_attn.v_proj.lora_A.weight,base_model.model.model.layers.25.self_attn.v_proj.lora_B.weight,8,component0_all_modules
base_model.model.model.layers.26.mlp.down_proj,26,down_proj,0,0.4829352796077728,0.8218844373662287,base_model.model.model.layers.26.mlp.down_proj.lora_A.weight,base_model.model.model.layers.26.mlp.down_proj.lora_B.weight,8,component0_all_modules
base_model.model.model.layers.26.mlp.gate_proj,26,gate_proj,0,1.9813175201416016,0.953991921647966,base_model.model.model.layers.26.mlp.gate_proj.lora_A.weight,base_model.model.model.layers.26.mlp.gate_proj.lora_B.weight,8,component0_all_modules
base_model.model.model.layers.26.self_attn.k_proj,26,k_proj,0,0.43194642663002014,0.6952321115428199,base_model.model.model.layers.26.self_attn.k_proj.lora_A.weight,base_model.model.model.layers.26.self_attn.k_proj.lora_B.weight,8,component0_all_modules
base_model.model.model.layers.26.self_attn.o_proj,26,o_proj,0,0.287693053483963,0.6362950274160384,base_model.model.model.layers.26.self_attn.o_proj.lora_A.weight,base_model.model.model.layers.26.self_attn.o_proj.lora_B.weight,8,component0_all_modules
base_model.model.model.layers.26.self_attn.q_proj,26,q_proj,0,0.5583868622779846,0.8552565675131032,base_model.model.model.layers.26.self_attn.q_proj.lora_A.weight,base_model.model.model.layers.26.self_attn.q_proj.lora_B.weight,8,component0_all_modules
base_model.model.model.layers.26.mlp.up_proj,26,up_proj,0,1.4145972728729248,0.9145759288282607,base_model.model.model.layers.26.mlp.up_proj.lora_A.weight,base_model.model.model.layers.26.mlp.up_proj.lora_B.weight,8,component0_all_modules
base_model.model.model.layers.26.self_attn.v_proj,26,v_proj,0,0.363905668258667,0.88010410962726,base_model.model.model.layers.26.self_attn.v_proj.lora_A.weight,base_model.model.model.layers.26.self_attn.v_proj.lora_B.weight,8,component0_all_modules
base_model.model.model.layers.27.mlp.down_proj,27,down_proj,0,0.4345557987689972,0.7788688995429026,base_model.model.model.layers.27.mlp.down_proj.lora_A.weight,base_model.model.model.layers.27.mlp.down_proj.lora_B.weight,8,component0_all_modules
base_model.model.model.layers.27.mlp.gate_proj,27,gate_proj,0,1.9174466133117676,0.9730081897435652,base_model.model.model.layers.27.mlp.gate_proj.lora_A.weight,base_model.model.model.layers.27.mlp.gate_proj.lora_B.weight,8,component0_all_modules
base_model.model.model.layers.27.self_attn.k_proj,27,k_proj,0,0.349251389503479,0.5734833430153173,base_model.model.model.layers.27.self_attn.k_proj.lora_A.weight,base_model.model.model.layers.27.self_attn.k_proj.lora_B.weight,8,component0_all_modules
base_model.model.model.layers.27.self_attn.o_proj,27,o_proj,0,0.20978803932666779,0.39055915882133674,base_model.model.model.layers.27.self_attn.o_proj.lora_A.weight,base_model.model.model.layers.27.self_attn.o_proj.lora_B.weight,8,component0_all_modules
base_model.model.model.layers.27.self_attn.q_proj,27,q_proj,0,0.44502732157707214,0.8393902396363635,base_model.model.model.layers.27.self_attn.q_proj.lora_A.weight,base_model.model.model.layers.27.self_attn.q_proj.lora_B.weight,8,component0_all_modules
base_model.model.model.layers.27.mlp.up_proj,27,up_proj,0,1.481853723526001,0.9506752247995257,base_model.model.model.layers.27.mlp.up_proj.lora_A.weight,base_model.model.model.layers.27.mlp.up_proj.lora_B.weight,8,component0_all_modules
base_model.model.model.layers.27.self_attn.v_proj,27,v_proj,0,0.3233962655067444,0.7138372700166642,base_model.model.model.layers.27.self_attn.v_proj.lora_A.weight,base_model.model.model.layers.27.self_attn.v_proj.lora_B.weight,8,component0_all_modules
base_model.model.model.layers.28.mlp.down_proj,28,down_proj,0,0.5033857822418213,0.8931648788116802,base_model.model.model.layers.28.mlp.down_proj.lora_A.weight,base_model.model.model.layers.28.mlp.down_proj.lora_B.weight,8,component0_all_modules
base_model.model.model.layers.28.mlp.gate_proj,28,gate_proj,0,1.8709951639175415,0.9467853789258796,base_model.model.model.layers.28.mlp.gate_proj.lora_A.weight,base_model.model.model.layers.28.mlp.gate_proj.lora_B.weight,8,component0_all_modules
base_model.model.model.layers.28.self_attn.k_proj,28,k_proj,0,0.40571215748786926,0.8068344502632573,base_model.model.model.layers.28.self_attn.k_proj.lora_A.weight,base_model.model.model.layers.28.self_attn.k_proj.lora_B.weight,8,component0_all_modules
base_model.model.model.layers.28.self_attn.o_proj,28,o_proj,0,0.21239234507083893,0.43561087553167543,base_model.model.model.layers.28.self_attn.o_proj.lora_A.weight,base_model.model.model.layers.28.self_attn.o_proj.lora_B.weight,8,component0_all_modules
base_model.model.model.layers.28.self_attn.q_proj,28,q_proj,0,0.4182247519493103,0.8654719243133336,base_model.model.model.layers.28.self_attn.q_proj.lora_A.weight,base_model.model.model.layers.28.self_attn.q_proj.lora_B.weight,8,component0_all_modules
base_model.model.model.layers.28.mlp.up_proj,28,up_proj,0,1.5339142084121704,0.9718101402611716,base_model.model.model.layers.28.mlp.up_proj.lora_A.weight,base_model.model.model.layers.28.mlp.up_proj.lora_B.weight,8,component0_all_modules
base_model.model.model.layers.28.self_attn.v_proj,28,v_proj,0,0.3031303882598877,0.8579478763723002,base_model.model.model.layers.28.self_attn.v_proj.lora_A.weight,base_model.model.model.layers.28.self_attn.v_proj.lora_B.weight,8,component0_all_modules
base_model.model.model.layers.29.mlp.down_proj,29,down_proj,0,0.5515340566635132,0.943442019736074,base_model.model.model.layers.29.mlp.down_proj.lora_A.weight,base_model.model.model.layers.29.mlp.down_proj.lora_B.weight,8,component0_all_modules
base_model.model.model.layers.29.mlp.gate_proj,29,gate_proj,0,1.914446473121643,0.9575005875034905,base_model.model.model.layers.29.mlp.gate_proj.lora_A.weight,base_model.model.model.layers.29.mlp.gate_proj.lora_B.weight,8,component0_all_modules
base_model.model.model.layers.29.self_attn.k_proj,29,k_proj,0,0.37751737236976624,0.6130353429368449,base_model.model.model.layers.29.self_attn.k_proj.lora_A.weight,base_model.model.model.layers.29.self_attn.k_proj.lora_B.weight,8,component0_all_modules
base_model.model.model.layers.29.self_attn.o_proj,29,o_proj,0,0.2749744653701782,0.6734036622601861,base_model.model.model.layers.29.self_attn.o_proj.lora_A.weight,base_model.model.model.layers.29.self_attn.o_proj.lora_B.weight,8,component0_all_modules
base_model.model.model.layers.29.self_attn.q_proj,29,q_proj,0,0.580496072769165,0.8903247102456092,base_model.model.model.layers.29.self_attn.q_proj.lora_A.weight,base_model.model.model.layers.29.self_attn.q_proj.lora_B.weight,8,component0_all_modules
base_model.model.model.layers.29.mlp.up_proj,29,up_proj,0,1.4233812093734741,0.9687820766824906,base_model.model.model.layers.29.mlp.up_proj.lora_A.weight,base_model.model.model.layers.29.mlp.up_proj.lora_B.weight,8,component0_all_modules
base_model.model.model.layers.29.self_attn.v_proj,29,v_proj,0,0.3652777373790741,0.7605331933130937,base_model.model.model.layers.29.self_attn.v_proj.lora_A.weight,base_model.model.model.layers.29.self_attn.v_proj.lora_B.weight,8,component0_all_modules
base_model.model.model.layers.30.mlp.down_proj,30,down_proj,0,0.5074823498725891,0.8925445990399365,base_model.model.model.layers.30.mlp.down_proj.lora_A.weight,base_model.model.model.layers.30.mlp.down_proj.lora_B.weight,8,component0_all_modules
base_model.model.model.layers.30.mlp.gate_proj,30,gate_proj,0,2.1358730792999268,0.9861150731106072,base_model.model.model.layers.30.mlp.gate_proj.lora_A.weight,base_model.model.model.layers.30.mlp.gate_proj.lora_B.weight,8,component0_all_modules
base_model.model.model.layers.30.self_attn.k_proj,30,k_proj,0,0.5514074563980103,0.8525993580944293,base_model.model.model.layers.30.self_attn.k_proj.lora_A.weight,base_model.model.model.layers.30.self_attn.k_proj.lora_B.weight,8,component0_all_modules
base_model.model.model.layers.30.self_attn.o_proj,30,o_proj,0,0.29431095719337463,0.6597546245479372,base_model.model.model.layers.30.self_attn.o_proj.lora_A.weight,base_model.model.model.layers.30.self_attn.o_proj.lora_B.weight,8,component0_all_modules
base_model.model.model.layers.30.self_attn.q_proj,30,q_proj,0,0.4286779463291168,0.8156902078476541,base_model.model.model.layers.30.self_attn.q_proj.lora_A.weight,base_model.model.model.layers.30.self_attn.q_proj.lora_B.weight,8,component0_all_modules
base_model.model.model.layers.30.mlp.up_proj,30,up_proj,0,1.4251803159713745,0.980527705018076,base_model.model.model.layers.30.mlp.up_proj.lora_A.weight,base_model.model.model.layers.30.mlp.up_proj.lora_B.weight,8,component0_all_modules
base_model.model.model.layers.30.self_attn.v_proj,30,v_proj,0,0.28006401658058167,0.6688974308732268,base_model.model.model.layers.30.self_attn.v_proj.lora_A.weight,base_model.model.model.layers.30.self_attn.v_proj.lora_B.weight,8,component0_all_modules
base_model.model.model.layers.31.mlp.down_proj,31,down_proj,0,0.4773857295513153,0.9398947690493714,base_model.model.model.layers.31.mlp.down_proj.lora_A.weight,base_model.model.model.layers.31.mlp.down_proj.lora_B.weight,8,component0_all_modules
base_model.model.model.layers.31.mlp.gate_proj,31,gate_proj,0,1.484015703201294,0.963837111313264,base_model.model.model.layers.31.mlp.gate_proj.lora_A.weight,base_model.model.model.layers.31.mlp.gate_proj.lora_B.weight,8,component0_all_modules
base_model.model.model.layers.31.self_attn.k_proj,31,k_proj,0,0.8196103572845459,0.9014815660250881,base_model.model.model.layers.31.self_attn.k_proj.lora_A.weight,base_model.model.model.layers.31.self_attn.k_proj.lora_B.weight,8,component0_all_modules
base_model.model.model.layers.31.self_attn.o_proj,31,o_proj,0,0.2654942274093628,0.6240505144522261,base_model.model.model.layers.31.self_attn.o_proj.lora_A.weight,base_model.model.model.layers.31.self_attn.o_proj.lora_B.weight,8,component0_all_modules
base_model.model.model.layers.31.self_attn.q_proj,31,q_proj,0,0.8815778493881226,0.9774724832291247,base_model.model.model.layers.31.self_attn.q_proj.lora_A.weight,base_model.model.model.layers.31.self_attn.q_proj.lora_B.weight,8,component0_all_modules
base_model.model.model.layers.31.mlp.up_proj,31,up_proj,0,0.9114585518836975,0.8570941077391667,base_model.model.model.layers.31.mlp.up_proj.lora_A.weight,base_model.model.model.layers.31.mlp.up_proj.lora_B.weight,8,component0_all_modules
base_model.model.model.layers.31.self_attn.v_proj,31,v_proj,0,0.32703885436058044,0.8287596119895735,base_model.model.model.layers.31.self_attn.v_proj.lora_A.weight,base_model.model.model.layers.31.self_attn.v_proj.lora_B.weight,8,component0_all_modules
base_model.model.model.layers.1.mlp.down_proj,1,down_proj,1,0.016859015449881554,0.001470663880702525,base_model.model.model.layers.1.mlp.down_proj.lora_A.weight,base_model.model.model.layers.1.mlp.down_proj.lora_B.weight,8,top_concentration_modules_i1_i2
base_model.model.model.layers.1.mlp.down_proj,1,down_proj,2,0.012642577290534973,0.0008270280579620287,base_model.model.model.layers.1.mlp.down_proj.lora_A.weight,base_model.model.model.layers.1.mlp.down_proj.lora_B.weight,8,top_concentration_modules_i1_i2
base_model.model.model.layers.30.mlp.gate_proj,30,gate_proj,1,0.17521189153194427,0.006635961683384667,base_model.model.model.layers.30.mlp.gate_proj.lora_A.weight,base_model.model.model.layers.30.mlp.gate_proj.lora_B.weight,8,top_concentration_modules_i1_i2
base_model.model.model.layers.30.mlp.gate_proj,30,gate_proj,2,0.11719278246164322,0.002968782933381236,base_model.model.model.layers.30.mlp.gate_proj.lora_A.weight,base_model.model.model.layers.30.mlp.gate_proj.lora_B.weight,8,top_concentration_modules_i1_i2
base_model.model.model.layers.30.mlp.up_proj,30,up_proj,1,0.11105059832334518,0.005953358613760435,base_model.model.model.layers.30.mlp.up_proj.lora_A.weight,base_model.model.model.layers.30.mlp.up_proj.lora_B.weight,8,top_concentration_modules_i1_i2
base_model.model.model.layers.30.mlp.up_proj,30,up_proj,2,0.09302908927202225,0.004177897464379169,base_model.model.model.layers.30.mlp.up_proj.lora_A.weight,base_model.model.model.layers.30.mlp.up_proj.lora_B.weight,8,top_concentration_modules_i1_i2
base_model.model.model.layers.31.self_attn.q_proj,31,q_proj,1,0.08694495260715485,0.009507622977931472,base_model.model.model.layers.31.self_attn.q_proj.lora_A.weight,base_model.model.model.layers.31.self_attn.q_proj.lora_B.weight,8,top_concentration_modules_i1_i2
base_model.model.model.layers.31.self_attn.q_proj,31,q_proj,2,0.053343676030635834,0.0035788960350552025,base_model.model.model.layers.31.self_attn.q_proj.lora_A.weight,base_model.model.model.layers.31.self_attn.q_proj.lora_B.weight,8,top_concentration_modules_i1_i2
base_model.model.model.layers.21.mlp.gate_proj,21,gate_proj,1,0.20082353055477142,0.010928741400403303,base_model.model.model.layers.21.mlp.gate_proj.lora_A.weight,base_model.model.model.layers.21.mlp.gate_proj.lora_B.weight,8,top_concentration_modules_i1_i2
base_model.model.model.layers.21.mlp.gate_proj,21,gate_proj,2,0.1253991276025772,0.004261181022424228,base_model.model.model.layers.21.mlp.gate_proj.lora_A.weight,base_model.model.model.layers.21.mlp.gate_proj.lora_B.weight,8,top_concentration_modules_i1_i2
base_model.model.model.layers.27.mlp.gate_proj,27,gate_proj,1,0.21000103652477264,0.011671127421507816,base_model.model.model.layers.27.mlp.gate_proj.lora_A.weight,base_model.model.model.layers.27.mlp.gate_proj.lora_B.weight,8,top_concentration_modules_i1_i2
base_model.model.model.layers.27.mlp.gate_proj,27,gate_proj,2,0.14873585104942322,0.005854654341815117,base_model.model.model.layers.27.mlp.gate_proj.lora_A.weight,base_model.model.model.layers.27.mlp.gate_proj.lora_B.weight,8,top_concentration_modules_i1_i2
base_model.model.model.layers.28.mlp.up_proj,28,up_proj,1,0.15400634706020355,0.009796174787047205,base_model.model.model.layers.28.mlp.up_proj.lora_A.weight,base_model.model.model.layers.28.mlp.up_proj.lora_B.weight,8,top_concentration_modules_i1_i2
base_model.model.model.layers.28.mlp.up_proj,28,up_proj,2,0.1109282374382019,0.005082337606363609,base_model.model.model.layers.28.mlp.up_proj.lora_A.weight,base_model.model.model.layers.28.mlp.up_proj.lora_B.weight,8,top_concentration_modules_i1_i2
base_model.model.model.layers.16.mlp.gate_proj,16,gate_proj,1,0.19302356243133545,0.012064596361516656,base_model.model.model.layers.16.mlp.gate_proj.lora_A.weight,base_model.model.model.layers.16.mlp.gate_proj.lora_B.weight,8,top_concentration_modules_i1_i2
base_model.model.model.layers.16.mlp.gate_proj,16,gate_proj,2,0.1396944373846054,0.006319029298612184,base_model.model.model.layers.16.mlp.gate_proj.lora_A.weight,base_model.model.model.layers.16.mlp.gate_proj.lora_B.weight,8,top_concentration_modules_i1_i2
base_model.model.model.layers.19.mlp.gate_proj,19,gate_proj,1,0.19976402819156647,0.012328747012069605,base_model.model.model.layers.19.mlp.gate_proj.lora_A.weight,base_model.model.model.layers.19.mlp.gate_proj.lora_B.weight,8,top_concentration_modules_i1_i2
base_model.model.model.layers.19.mlp.gate_proj,19,gate_proj,2,0.14785952866077423,0.00675434130099081,base_model.model.model.layers.19.mlp.gate_proj.lora_A.weight,base_model.model.model.layers.19.mlp.gate_proj.lora_B.weight,8,top_concentration_modules_i1_i2
