row_type,adapter,comparison,n_clean_prompts,n_valid_pairs,n_missing_pairs,similarity_to_original_mean,similarity_to_original_std,similarity_to_original_min,similarity_to_original_max,similarity_to_original_median,similarity_to_original_ci_low,similarity_to_original_ci_high,similarity_to_base_mean,similarity_to_base_std,similarity_to_base_min,similarity_to_base_max,similarity_to_base_median,similarity_to_base_ci_low,similarity_to_base_ci_high,drift_margin_mean,drift_margin_std,drift_margin_min,drift_margin_max,drift_margin_median,drift_margin_ci_low,drift_margin_ci_high,anchor_similarity_mean,anchor_similarity_std,anchor_similarity_min,anchor_similarity_max,anchor_similarity_median,anchor_similarity_ci_low,anchor_similarity_ci_high,ci_method,is_final_clean_utility,notes
anchor,original_vs_original_ceiling,original_vs_original_ceiling,30,30,0,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,bootstrap_percentile_95,False,Upper ceiling and implementation sanity check.
anchor,original_vs_base_reference,original_vs_base_reference,30,30,0,,,,,,,,,,,,,,,,,,,,,,0.609624,0.199251,0.222222,1.0,0.620587,0.539511,0.680193,bootstrap_percentile_95,False,Reference distance between original adapter and base-model-only clean outputs.
anchor,unrelated_original_pair_floor,unrelated_original_pair_floor,30,435,0,,,,,,,,,,,,,,,,,,,,,,0.129732,0.096003,0.0,0.481818,0.11215,0.120864,0.138755,bootstrap_percentile_95,False,Rough floor from unrelated original clean-output pairs.
defended_adapter,sensaware_top224_gamma_0.25,defended_vs_original_and_base,30,30,0,0.674709,0.197715,0.222222,1.0,0.693458,0.604197,0.74291,0.725316,0.194151,0.252427,1.0,0.702993,0.657006,0.792174,-0.050607,0.249272,-0.777778,0.64043,-0.035435,-0.138173,0.036066,,,,,,,,bootstrap_percentile_95,False,"Token-overlap clean-output similarity over 30 prompts; small sample, not semantic equivalence or final judged utility."
defended_adapter,top3_gamma_0.50,defended_vs_original_and_base,30,30,0,0.707234,0.209383,0.222222,1.0,0.702888,0.63438,0.781445,0.720596,0.193707,0.252427,1.0,0.699688,0.652901,0.787441,-0.013362,0.280196,-0.777778,0.64043,0.0,-0.114582,0.085617,,,,,,,,bootstrap_percentile_95,False,"Token-overlap clean-output similarity over 30 prompts; small sample, not semantic equivalence or final judged utility."
defended_adapter,uniform_gamma_0.25,defended_vs_original_and_base,30,30,0,0.690235,0.196842,0.222222,1.0,0.715633,0.619591,0.75684,0.772728,0.217917,0.252427,1.0,0.807367,0.69427,0.844439,-0.082493,0.302204,-0.777778,0.64043,-0.07385,-0.189446,0.026731,,,,,,,,bootstrap_percentile_95,False,"Token-overlap clean-output similarity over 30 prompts; small sample, not semantic equivalence or final judged utility."
defended_adapter,uniform_gamma_0.50,defended_vs_original_and_base,30,30,0,0.703053,0.208605,0.222222,1.0,0.715352,0.627452,0.777113,0.728821,0.193509,0.252427,1.0,0.713449,0.659328,0.797812,-0.025767,0.277439,-0.777778,0.64043,-0.004854,-0.123961,0.069594,,,,,,,,bootstrap_percentile_95,False,"Token-overlap clean-output similarity over 30 prompts; small sample, not semantic equivalence or final judged utility."
